X111	X112	X121	X122	X211	X212	X221	X222	E111	E112	E121	E122	E211	E212	E221	E222	EX1	DIC1	EM1	EX2	DIC2	EM2
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000115	0.000153	12	0	0	6	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000115	0.000153	13	0	0	6	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000115	0.000153	14	0	0	6	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000115	0.000153	15	0	0	6	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000115	0.000153	16	0	0	6	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000115	0.000153	17	0	0	6	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000115	0.000153	18	0	0	6	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	19	0	0	6	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	20	0	0	6	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	21	0	0	6	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	22	0	0	6	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.000000	0.000000	0.000115	0.000153	0	0	0	7	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.000000	0.000000	0.000115	0.000153	1	0	0	7	0	0
0.983696	0.774656	0.016304	0.225344	0.001669	0.000095	0.998331	0.999905	10.206927	0.773060	0.169172	0.224880	0.000000	0.000000	0.000115	0.000153	2	0	0	7	0	0
0.984512	0.783631	0.015488	0.216369	0.001669	0.000095	0.998331	0.999905	9.001845	0.681789	0.141616	0.188250	0.000000	0.000000	0.000115	0.000153	3	0	0	7	0	0
0.983972	0.777668	0.016028	0.222332	0.001669	0.000095	0.998331	0.999905	15.221204	1.152835	0.247944	0.329591	0.000000	0.000000	0.000115	0.000153	4	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	5	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	6	0	0	7	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000115	0.000153	7	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	8	0	0	7	0	0
0.983969	0.777641	0.016031	0.222359	0.001669	0.000095	0.998331	0.999905	15.607960	1.182128	0.254283	0.338017	0.000000	0.000000	0.000115	0.000153	9	0	0	7	0	0
0.983708	0.774783	0.016292	0.225217	0.001669	0.000095	0.998331	0.999905	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000115	0.000153	10	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	11	0	0	7	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000115	0.000153	12	0	0	7	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000115	0.000153	13	0	0	7	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000115	0.000153	14	0	0	7	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000115	0.000153	15	0	0	7	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000115	0.000153	16	0	0	7	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000115	0.000153	17	0	0	7	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000115	0.000153	18	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	19	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	20	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	21	0	0	7	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	22	0	0	7	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.019795	0.001499	11.841429	15.740762	0	0	0	8	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.019795	0.001499	11.841429	15.740762	1	0	0	8	0	0
0.983696	0.774656	0.016304	0.225344	0.001669	0.000095	0.998331	0.999905	10.206927	0.773060	0.169172	0.224880	0.019795	0.001499	11.841429	15.740762	2	0	0	8	0	0
0.984512	0.783631	0.015488	0.216369	0.001669	0.000095	0.998331	0.999905	9.001845	0.681789	0.141616	0.188250	0.019795	0.001499	11.841429	15.740762	3	0	0	8	0	0
0.983972	0.777668	0.016028	0.222332	0.001669	0.000095	0.998331	0.999905	15.221204	1.152835	0.247944	0.329591	0.019795	0.001499	11.841429	15.740762	4	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.019795	0.001499	11.841429	15.740762	5	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.019795	0.001499	11.841429	15.740762	6	0	0	8	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.019795	0.001499	11.841429	15.740762	7	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.019795	0.001499	11.841429	15.740762	8	0	0	8	0	0
0.983969	0.777641	0.016031	0.222359	0.001669	0.000095	0.998331	0.999905	15.607960	1.182128	0.254283	0.338017	0.019795	0.001499	11.841429	15.740762	9	0	0	8	0	0
0.983708	0.774783	0.016292	0.225217	0.001669	0.000095	0.998331	0.999905	0.000002	0.000000	0.000000	0.000000	0.019795	0.001499	11.841429	15.740762	10	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.019795	0.001499	11.841429	15.740762	11	0	0	8	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.019795	0.001499	11.841429	15.740762	12	0	0	8	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.019795	0.001499	11.841429	15.740762	13	0	0	8	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.019795	0.001499	11.841429	15.740762	14	0	0	8	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.019795	0.001499	11.841429	15.740762	15	0	0	8	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.019795	0.001499	11.841429	15.740762	16	0	0	8	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.019795	0.001499	11.841429	15.740762	17	0	0	8	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.019795	0.001499	11.841429	15.740762	18	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.019795	0.001499	11.841429	15.740762	19	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.019795	0.001499	11.841429	15.740762	20	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.019795	0.001499	11.841429	15.740762	21	0	0	8	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.019795	0.001499	11.841429	15.740762	22	0	0	8	0	0
0.981339	0.749769	0.018661	0.250231	0.001681	0.000096	0.998319	0.999904	6.814236	0.516102	0.129577	0.172246	0.000000	0.000000	0.000000	0.000000	0	0	0	9	0	0
0.981859	0.755126	0.018141	0.244874	0.001681	0.000096	0.998319	0.999904	5.346132	0.404910	0.098778	0.131305	0.000000	0.000000	0.000000	0.000000	1	0	0	9	0	0
0.983696	0.774656	0.016304	0.225344	0.001681	0.000096	0.998319	0.999904	10.206927	0.773060	0.169172	0.224880	0.000000	0.000000	0.000000	0.000000	2	0	0	9	0	0
0.984512	0.783631	0.015488	0.216369	0.001681	0.000096	0.998319	0.999904	9.001845	0.681789	0.141616	0.188250	0.000000	0.000000	0.000000	0.000000	3	0	0	9	0	0
0.983972	0.777668	0.016028	0.222332	0.001681	0.000096	0.998319	0.999904	15.221204	1.152835	0.247944	0.329591	0.000000	0.000000	0.000000	0.000000	4	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000000	0.000000	5	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000000	0.000000	6	0	0	9	0	0
0.983986	0.777820	0.016014	0.222180	0.001681	0.000096	0.998319	0.999904	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000000	0.000000	7	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000000	0.000000	8	0	0	9	0	0
0.983969	0.777641	0.016031	0.222359	0.001681	0.000096	0.998319	0.999904	15.607960	1.182128	0.254283	0.338017	0.000000	0.000000	0.000000	0.000000	9	0	0	9	0	0
0.983708	0.774783	0.016292	0.225217	0.001681	0.000096	0.998319	0.999904	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000000	0.000000	11	0	0	9	0	0
0.983986	0.777820	0.016014	0.222180	0.001681	0.000096	0.998319	0.999904	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000000	0.000000	12	0	0	9	0	0
0.984027	0.778278	0.015973	0.221722	0.001681	0.000096	0.998319	0.999904	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000000	0.000000	13	0	0	9	0	0
0.983980	0.777758	0.016020	0.222242	0.001681	0.000096	0.998319	0.999904	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000000	0.000000	14	0	0	9	0	0
0.983810	0.775895	0.016190	0.224105	0.001681	0.000096	0.998319	0.999904	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000000	0.000000	15	0	0	9	0	0
0.983948	0.777408	0.016052	0.222592	0.001681	0.000096	0.998319	0.999904	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000000	0.000000	16	0	0	9	0	0
0.984321	0.781517	0.015679	0.218483	0.001681	0.000096	0.998319	0.999904	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000000	0.000000	17	0	0	9	0	0
0.983940	0.777319	0.016060	0.222681	0.001681	0.000096	0.998319	0.999904	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000000	0.000000	18	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000000	0.000000	19	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000000	0.000000	20	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000000	0.000000	21	0	0	9	0	0
0.983974	0.777692	0.016026	0.222308	0.001681	0.000096	0.998319	0.999904	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000000	0.000000	22	0	0	9	0	0
0.981339	0.749769	0.018661	0.250231	0.001659	0.000095	0.998341	0.999905	6.814236	0.516102	0.129577	0.172246	0.015638	0.001184	9.411066	12.510090	0	0	0	10	0	0
0.981859	0.755126	0.018141	0.244874	0.001659	0.000095	0.998341	0.999905	5.346132	0.404910	0.098778	0.131305	0.015638	0.001184	9.411066	12.510090	1	0	0	10	0	0
0.983696	0.774656	0.016304	0.225344	0.001659	0.000095	0.998341	0.999905	10.206927	0.773060	0.169172	0.224880	0.015638	0.001184	9.411066	12.510090	2	0	0	10	0	0
0.984512	0.783631	0.015488	0.216369	0.001659	0.000095	0.998341	0.999905	9.001845	0.681789	0.141616	0.188250	0.015638	0.001184	9.411066	12.510090	3	0	0	10	0	0
0.983972	0.777668	0.016028	0.222332	0.001659	0.000095	0.998341	0.999905	15.221204	1.152835	0.247944	0.329591	0.015638	0.001184	9.411066	12.510090	4	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000150	0.000011	0.000002	0.000003	0.015638	0.001184	9.411066	12.510090	5	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000150	0.000011	0.000002	0.000003	0.015638	0.001184	9.411066	12.510090	6	0	0	10	0	0
0.983986	0.777820	0.016014	0.222180	0.001659	0.000095	0.998341	0.999905	15.172312	1.149132	0.246930	0.328243	0.015638	0.001184	9.411066	12.510090	7	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000150	0.000011	0.000002	0.000003	0.015638	0.001184	9.411066	12.510090	8	0	0	10	0	0
0.983969	0.777641	0.016031	0.222359	0.001659	0.000095	0.998341	0.999905	15.607960	1.182128	0.254283	0.338017	0.015638	0.001184	9.411066	12.510090	9	0	0	10	0	0
0.983708	0.774783	0.016292	0.225217	0.001659	0.000095	0.998341	0.999905	0.000002	0.000000	0.000000	0.000000	0.015638	0.001184	9.411066	12.510090	10	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000158	0.000012	0.000003	0.000003	0.015638	0.001184	9.411066	12.510090	11	0	0	10	0	0
0.983986	0.777820	0.016014	0.222180	0.001659	0.000095	0.998341	0.999905	15.172312	1.149132	0.246930	0.328243	0.015638	0.001184	9.411066	12.510090	12	0	0	10	0	0
0.984027	0.778278	0.015973	0.221722	0.001659	0.000095	0.998341	0.999905	0.000443	0.000034	0.000007	0.000010	0.015638	0.001184	9.411066	12.510090	13	0	0	10	0	0
0.983980	0.777758	0.016020	0.222242	0.001659	0.000095	0.998341	0.999905	15.443326	1.169659	0.251431	0.334226	0.015638	0.001184	9.411066	12.510090	14	0	0	10	0	0
0.983810	0.775895	0.016190	0.224105	0.001659	0.000095	0.998341	0.999905	14.495337	1.097859	0.238547	0.317099	0.015638	0.001184	9.411066	12.510090	15	0	0	10	0	0
0.983948	0.777408	0.016052	0.222592	0.001659	0.000095	0.998341	0.999905	15.274571	1.156877	0.249187	0.331243	0.015638	0.001184	9.411066	12.510090	16	0	0	10	0	0
0.984321	0.781517	0.015679	0.218483	0.001659	0.000095	0.998341	0.999905	12.101095	0.916522	0.192753	0.256225	0.015638	0.001184	9.411066	12.510090	17	0	0	10	0	0
0.983940	0.777319	0.016060	0.222681	0.001659	0.000095	0.998341	0.999905	12.165356	0.921389	0.198566	0.263954	0.015638	0.001184	9.411066	12.510090	18	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000158	0.000012	0.000003	0.000003	0.015638	0.001184	9.411066	12.510090	19	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000158	0.000012	0.000003	0.000003	0.015638	0.001184	9.411066	12.510090	20	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000158	0.000012	0.000003	0.000003	0.015638	0.001184	9.411066	12.510090	21	0	0	10	0	0
0.983974	0.777692	0.016026	0.222308	0.001659	0.000095	0.998341	0.999905	0.000158	0.000012	0.000003	0.000003	0.015638	0.001184	9.411066	12.510090	22	0	0	10	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.000000	0.000000	0.000121	0.000161	0	0	0	11	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.000000	0.000000	0.000121	0.000161	1	0	0	11	0	0
0.983696	0.774656	0.016304	0.225344	0.001669	0.000095	0.998331	0.999905	10.206927	0.773060	0.169172	0.224880	0.000000	0.000000	0.000121	0.000161	2	0	0	11	0	0
0.984512	0.783631	0.015488	0.216369	0.001669	0.000095	0.998331	0.999905	9.001845	0.681789	0.141616	0.188250	0.000000	0.000000	0.000121	0.000161	3	0	0	11	0	0
0.983972	0.777668	0.016028	0.222332	0.001669	0.000095	0.998331	0.999905	15.221204	1.152835	0.247944	0.329591	0.000000	0.000000	0.000121	0.000161	4	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	5	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	6	0	0	11	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000121	0.000161	7	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000121	0.000161	8	0	0	11	0	0
0.983969	0.777641	0.016031	0.222359	0.001669	0.000095	0.998331	0.999905	15.607960	1.182128	0.254283	0.338017	0.000000	0.000000	0.000121	0.000161	9	0	0	11	0	0
0.983708	0.774783	0.016292	0.225217	0.001669	0.000095	0.998331	0.999905	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000121	0.000161	10	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	11	0	0	11	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000121	0.000161	12	0	0	11	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000121	0.000161	13	0	0	11	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000121	0.000161	14	0	0	11	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000121	0.000161	15	0	0	11	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000121	0.000161	16	0	0	11	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000121	0.000161	17	0	0	11	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000121	0.000161	18	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	19	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	20	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	21	0	0	11	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000121	0.000161	22	0	0	11	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.000000	0.000000	0.000115	0.000153	0	0	0	12	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.000000	0.000000	0.000115	0.000153	1	0	0	12	0	0
0.983696	0.774656	0.016304	0.225344	0.001669	0.000095	0.998331	0.999905	10.206927	0.773060	0.169172	0.224880	0.000000	0.000000	0.000115	0.000153	2	0	0	12	0	0
0.984512	0.783631	0.015488	0.216369	0.001669	0.000095	0.998331	0.999905	9.001845	0.681789	0.141616	0.188250	0.000000	0.000000	0.000115	0.000153	3	0	0	12	0	0
0.983972	0.777668	0.016028	0.222332	0.001669	0.000095	0.998331	0.999905	15.221204	1.152835	0.247944	0.329591	0.000000	0.000000	0.000115	0.000153	4	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	5	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	6	0	0	12	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000115	0.000153	7	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000150	0.000011	0.000002	0.000003	0.000000	0.000000	0.000115	0.000153	8	0	0	12	0	0
0.983969	0.777641	0.016031	0.222359	0.001669	0.000095	0.998331	0.999905	15.607960	1.182128	0.254283	0.338017	0.000000	0.000000	0.000115	0.000153	9	0	0	12	0	0
0.983708	0.774783	0.016292	0.225217	0.001669	0.000095	0.998331	0.999905	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000115	0.000153	10	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	11	0	0	12	0	0
0.983986	0.777820	0.016014	0.222180	0.001669	0.000095	0.998331	0.999905	15.172312	1.149132	0.246930	0.328243	0.000000	0.000000	0.000115	0.000153	12	0	0	12	0	0
0.984027	0.778278	0.015973	0.221722	0.001669	0.000095	0.998331	0.999905	0.000443	0.000034	0.000007	0.000010	0.000000	0.000000	0.000115	0.000153	13	0	0	12	0	0
0.983980	0.777758	0.016020	0.222242	0.001669	0.000095	0.998331	0.999905	15.443326	1.169659	0.251431	0.334226	0.000000	0.000000	0.000115	0.000153	14	0	0	12	0	0
0.983810	0.775895	0.016190	0.224105	0.001669	0.000095	0.998331	0.999905	14.495337	1.097859	0.238547	0.317099	0.000000	0.000000	0.000115	0.000153	15	0	0	12	0	0
0.983948	0.777408	0.016052	0.222592	0.001669	0.000095	0.998331	0.999905	15.274571	1.156877	0.249187	0.331243	0.000000	0.000000	0.000115	0.000153	16	0	0	12	0	0
0.984321	0.781517	0.015679	0.218483	0.001669	0.000095	0.998331	0.999905	12.101095	0.916522	0.192753	0.256225	0.000000	0.000000	0.000115	0.000153	17	0	0	12	0	0
0.983940	0.777319	0.016060	0.222681	0.001669	0.000095	0.998331	0.999905	12.165356	0.921389	0.198566	0.263954	0.000000	0.000000	0.000115	0.000153	18	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	19	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	20	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	21	0	0	12	0	0
0.983974	0.777692	0.016026	0.222308	0.001669	0.000095	0.998331	0.999905	0.000158	0.000012	0.000003	0.000003	0.000000	0.000000	0.000115	0.000153	22	0	0	12	0	0
0.981339	0.749769	0.018661	0.250231	0.001669	0.000095	0.998331	0.999905	6.814236	0.516102	0.129577	0.172246	0.019561	0.001482	11.701535	15.554801	0	0	0	13	0	0
0.981859	0.755126	0.018141	0.244874	0.001669	0.000095	0.998331	0.999905	5.346132	0.404910	0.098778	0.131305	0.019561	0.001482	11.701535	15.554801	1	0	0	13	0	0
